,name,selling_price,km_driven,fuel,transmission
0,-,-,-,-,-
1,-,-,-,-,-
2,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
3,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
4,2014 Maruti Ertiga,"4,36,499","78,074 km",Diesel,Manual
5,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
6,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
7,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
8,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
9,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
10,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
11,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
12,2015 Maruti Wagon R 1.0,"3,77,799","62,630 km",Petrol,Manual
13,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
14,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
15,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
16,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
17,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
18,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
19,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
20,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
21,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
22,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
23,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
24,2014 Maruti Ertiga,"5,95,699","86,390 km",Diesel,Manual
25,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
26,2018 Maruti Swift,"5,04,999","80,785 km",Petrol,Manual
27,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
28,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
29,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
30,-,-,-,-,-
31,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
32,2015 Maruti Wagon R 1.0,"3,77,799","62,630 km",Petrol,Manual
33,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
34,2017 Maruti Wagon R 1.0,"4,02,699","4,956 km",Petrol,Manual
35,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
36,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
37,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
38,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
39,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
40,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
41,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
42,2014 Maruti Swift Dzire,"4,12,199","87,119 km",Diesel,Manual
43,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
44,2014 Maruti Ertiga,"4,36,499","78,074 km",Diesel,Manual
45,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
46,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
47,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
48,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
49,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
50,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
51,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
52,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
53,2016 Maruti Vitara Brezza,"6,85,499","98,517 km",Diesel,Manual
54,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
55,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
56,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
57,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
58,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
59,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
60,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
61,-,-,-,-,-
62,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
63,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
64,2014 Maruti Ertiga,"5,95,699","86,390 km",Diesel,Manual
65,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
66,2014 Maruti Swift,"4,15,299","31,436 km",Petrol,Manual
67,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
68,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
69,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
70,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
71,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
72,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
73,2016 Maruti Vitara Brezza,"6,85,499","98,517 km",Diesel,Manual
74,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
75,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
76,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
77,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
78,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
79,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
80,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
81,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
82,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
83,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
84,2014 Maruti Ertiga,"4,36,499","78,074 km",Diesel,Manual
85,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
86,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
87,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
88,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
89,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
90,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
91,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
92,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
93,2016 Maruti Vitara Brezza,"6,85,499","98,517 km",Diesel,Manual
94,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
95,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
96,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
97,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
98,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
99,2015 Maruti Alto K10,"2,86,299","61,716 km",Petrol,Manual
100,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
101,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
102,2014 Maruti Swift Dzire,"4,12,199","87,119 km",Diesel,Manual
103,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
104,2014 Maruti Ertiga,"5,95,699","86,390 km",Diesel,Manual
105,-,-,-,-,-
106,2018 Maruti Swift,"5,04,999","80,785 km",Petrol,Manual
107,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
108,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
109,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
110,-,-,-,-,-
111,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
112,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
113,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
114,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
115,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
116,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
117,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
118,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
119,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
120,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
121,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
122,2014 Maruti Swift Dzire,"4,12,199","87,119 km",Diesel,Manual
123,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
124,2012 Maruti Ertiga,"4,75,099","1,41,061 km",Diesel,Manual
125,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
126,2014 Maruti Swift,"4,15,299","31,436 km",Petrol,Manual
127,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
128,-,-,-,-,-
129,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
130,-,-,-,-,-
131,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
132,2015 Maruti Wagon R 1.0,"3,77,799","62,630 km",Petrol,Manual
133,2016 Maruti Vitara Brezza,"6,85,499","98,517 km",Diesel,Manual
134,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
135,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
136,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
137,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
138,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
139,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
140,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
141,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
142,2014 Maruti Swift Dzire,"4,12,199","87,119 km",Diesel,Manual
143,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
144,2014 Maruti Ertiga,"5,95,699","86,390 km",Diesel,Manual
145,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
146,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
147,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
148,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
149,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
150,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
151,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
152,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
153,2016 Maruti Vitara Brezza,"6,85,499","98,517 km",Diesel,Manual
154,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
155,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
156,-,-,-,-,-
157,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
158,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
159,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
160,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
161,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
162,2014 Maruti Swift Dzire,"4,12,199","87,119 km",Diesel,Manual
163,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
164,2012 Maruti Ertiga,"4,75,099","1,41,061 km",Diesel,Manual
165,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
166,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
167,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
168,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
169,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
170,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
171,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
172,2015 Maruti Wagon R 1.0,"3,77,799","62,630 km",Petrol,Manual
173,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
174,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
175,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
176,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
177,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
178,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
179,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
180,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
181,2012 Maruti Swift Dzire,"3,68,699","49,310 km",Diesel,Manual
182,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
183,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
184,2014 Maruti Ertiga,"5,95,699","86,390 km",Diesel,Manual
185,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
186,2018 Maruti Swift,"5,04,999","80,785 km",Petrol,Manual
187,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
188,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
189,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
190,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
191,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
192,2015 Maruti Wagon R 1.0,"3,69,999","78,823 km",Petrol,Manual
193,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
194,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
195,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
196,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
197,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
198,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
199,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
200,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
201,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
202,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
203,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
204,2014 Maruti Ertiga,"4,36,499","78,074 km",Diesel,Manual
205,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
206,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
207,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
208,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
209,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
210,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
211,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
212,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
213,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
214,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
215,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
216,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
217,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
218,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
219,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
220,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
221,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
222,2014 Maruti Swift Dzire,"4,12,199","87,119 km",Diesel,Manual
223,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
224,2012 Maruti Ertiga,"4,75,099","1,41,061 km",Diesel,Manual
225,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
226,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
227,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
228,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
229,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
230,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
231,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
232,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
233,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
234,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
235,2020 Maruti New Wagon-R,"4,88,899","3,865 km",Petrol,Manual
236,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
237,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
238,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
239,-,-,-,-,-
240,-,-,-,-,-
241,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
242,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
243,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
244,2014 Maruti Ertiga,"5,95,699","86,390 km",Diesel,Manual
245,-,-,-,-,-
246,2018 Maruti Swift,"5,04,999","80,785 km",Petrol,Manual
247,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
248,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
249,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
250,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
251,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
252,2017 Maruti Wagon R 1.0,"4,38,799","24,080 km",Petrol,Manual
253,2016 Maruti Vitara Brezza,"6,85,499","98,517 km",Diesel,Manual
254,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
255,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
256,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
257,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
258,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
259,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
260,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
261,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
262,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
263,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
264,2014 Maruti Ertiga,"4,36,499","78,074 km",Diesel,Manual
265,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
266,2018 Maruti Swift,"5,04,999","80,785 km",Petrol,Manual
267,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
268,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
269,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
270,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
271,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
272,2015 Maruti Wagon R 1.0,"3,77,799","62,630 km",Petrol,Manual
273,2017 Maruti Vitara Brezza,"6,89,699","34,749 km",Diesel,Manual
274,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
275,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
276,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
277,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
278,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
279,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
280,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
281,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
282,2013 Maruti Swift Dzire,"3,75,199","88,228 km",Diesel,Manual
283,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
284,2014 Maruti Ertiga,"4,36,499","78,074 km",Diesel,Manual
285,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
286,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
287,2009 Maruti Ritz,"1,69,099","1,19,824 km",Petrol,Manual
288,2011 Maruti Alto K10,"1,76,499","64,499 km",Petrol,Manual
289,2017 Maruti Swift,"4,78,599","46,758 km",Petrol,Manual
290,2016 Maruti Swift,"4,69,299","57,783 km",Diesel,Manual
291,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
292,2015 Maruti Wagon R 1.0,"3,69,999","78,823 km",Petrol,Manual
293,2016 Maruti Vitara Brezza,"6,85,499","98,517 km",Diesel,Manual
294,2016 Maruti Vitara Brezza,"6,80,499","54,460 km",Diesel,Manual
295,2020 Maruti New Wagon-R,"4,92,799","7,242 km",Petrol,Manual
296,2019 Maruti New Wagon-R,"4,84,799","13,139 km",Petrol,Manual
297,2016 Maruti Alto K10,"3,15,799","30,268 km",Petrol,Manual
298,2019 Hyundai Creta,"12,03,899","17,135 km",Petrol,Automatic
299,2019 Hyundai Creta,"13,57,099","9,627 km",Petrol,Automatic
300,2015 Honda Amaze,"4,91,599","62,462 km",Petrol,Manual
301,2020 KIA SELTOS,"11,59,099","5,822 km",Petrol,Manual
302,2014 Maruti Swift Dzire,"4,12,199","87,119 km",Diesel,Manual
303,2011 BMW 3 Series,"6,43,699","90,696 km",Diesel,Automatic
304,2014 Maruti Ertiga,"4,36,499","78,074 km",Diesel,Manual
305,2013 Maruti Ertiga,"5,41,699","27,420 km",Diesel,Manual
306,2015 Maruti Swift,"3,98,199","41,046 km",Petrol,Manual
